agent_id,name,email,account_no,archetype_name,risk_profile,risk_score,economic_class,financial_personality,employment_status,employment_verification,income_type,avg_monthly_income_range,income_pattern,savings_retention_rate,has_investment_activity,investment_types,has_loan_emi,loan_emi_payment_status,has_insurance_payments,insurance_types,utility_payment_status,mobile_plan_type,device_consistency_score,ip_consistency_score,sim_churn_rate,primary_digital_channels,login_pattern,ecommerce_activity_level,ecommerce_avg_ticket_size,monthly_allowance,loan_emi_amount,insurance_premium,utility_bill_amount,weekly_grocery_day,school_fee_months,occasional_spend_chance,shared_device_id,p2p_transfer_chance,social_support_chance,family_help_chance,children_expense_chance,festival_months,school_activity_months,salary_day,salary_amount,remittance_percentage,emi_percentage,investment_percentage,insurance_percentage,daily_spend_chance,professional_transfer_chance,extended_family_support_chance,emergency_help_chance,base_daily_payout,cod_settlement_chance,cod_balance,fuel_spend_chance,recharge_chance,agent_support_chance,family_remittance_chance,fuel_sharing_chance,vehicle_maintenance_sharing,last_family_remittance_date,daily_sales_chance,num_daily_sales,avg_sale_amount,num_employees,employee_salaries,vendor_payment_day,vendor_payment_amount,business_loan_emi_amount,owner_drawing_amount,rent_amount,inventory_restocking_amount,marketing_expense,bad_debt_chance,seasonal_down_months,emergency_expense_chance,suppliers,business_network,customer_network,business_p2p_chance,supplier_advance_chance,customer_refund_chance,business_networking_chance,allowance_amount,allowance_days,bnpl_chance,study_group,hostel_friends,study_group_transfer_chance,hostel_sharing_chance,exam_months,bnpl_repayments,daily_income_chance,avg_gig_payment,income_sources,rent_day,bill_payment_late_chance,prepaid_recharge_chance,client_network,peer_support_chance,client_advance_chance,daily_work_chance,daily_wage_amount,community_support_chance,last_remittance_day,utility_bill_percentage,ecommerce_spend_chance,weekday_spend_chance,weekend_spend_chance,annual_bonus_month,has_received_bonus_this_year,social_contacts,family_support_chance,social_transfer_chance,bonus_sharing_chance,has_shared_bonus_this_year,stock_investment_amount,crypto_investment_amount,saas_subscription_amount,is_traveling,travel_start_day,travel_duration,pension_day,monthly_income,monthly_pharmacy_day,large_event_month,has_done_large_event_this_year,grandchildren,children_network,grandchildren_gift_chance,emergency_family_support_chance,birthday_months,home_state,work_city,pay_cycle,weekly_wage,monthly_pay_day,weekly_pay_day,emergency_transfer_chance,last_remittance_date,payout_months,lump_sum_payment,has_large_cash_reserve,junior_retainer_fee,prof_indemnity_premium,spend_chance_mod,invest_chance_mod,client_refund_chance,retainer_payment_day,avg_monthly_income,platform_payout_chance,sponsorship_chance,has_sponsorship_funds,software_subscription,utility_bill_day,late_payment_chance,collaboration_payment_chance,freelancer_payment_chance,creator_support_chance,brand_advance_chance,last_collaboration_payment_date,monthly_freelancer_payment_day,consultation_chance,avg_consultation_fee,large_payout_chance,clinic_rent_amount,sip_amount,high_end_spend_chance,p2p_payment_chance,fraud_type,is_active,ring_id,device_id,ip_address,behavior_state,creation_date,bust_out_day_threshold,cash_out_threshold
2d61d9e9-4ca2-462f-96b4-2f46d218d233,Pranav Munshi,prakashadvika@example.org,AUOD0006417253419,Student,Medium,0.5525,Middle,Saver,Not_Applicable,Not_Applicable,Allowance,3341-11136,Irregular,Very_Low,False,[],False,N/A,False,[],N/A,Prepaid,0.79,0.46,Medium,"['UPI', 'Wallets']",Late_Night_Activity,High,Low,,,,,,,,,0.175,,,,"[3, 10, 11]",,,,,,,,0.5249999999999999,,,0.08,,,,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,7384.862741561517,[20],0.05,[],[],0.15,0.18,"[4, 10, 11]",{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31feab72-4ddc-4b9a-9bd3-3f6a0738333b,Nisha Prasad,amoldate@example.org,SOOE3317333925370,Daily Wage Laborer,Very_High,0.867,Lower,Saver,Informal_Labor,Not_Verified,"Cash_Deposit, Wages",4542-9734,Daily,Near_Zero,False,[],False,N/A,False,[],N/A,Prepaid,0.39,0.31,High,"['Cash', 'UPI']",Irregular,None,N/A,,,,,,,,,0.105,,,,,,,,0.8763918459229866,,,,,,,0.03,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.765,260.2591253069406,0.08,2024-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3b140f87-3cc6-41c2-84ae-27dafb8123d2,Sanya Bawa,onanda@example.com,ITJT8493555518653,Lawyer / Consultant,Low,0.1662,High,Rational_Investor,Self-Employed_Professional,Professional_License_Verified,Professional_Fees,134083-536335,Lumpy,Medium,True,"['Stocks', 'Mutual_Funds', 'SIP']",False,ALWAYS_ON_TIME,True,"['Health', 'Life', 'Prof_Indemnity']",ALWAYS_ON_TIME,High-Value_Postpaid,0.93,0.84,Low,"['Netbanking', 'Cards']",Structured_Daytime,Medium,High,,100562.7,,,,,,,0.108,,,,,,,,,,,,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1, 2]",2011254.0,False,194184.0335550178,167604.5,0.9,1.5,0.05,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bc860f6b-e1ec-4ec7-8e72-728ec352ed46,Tristan Wason,ekani01@example.net,ZZYQ7841869991373,Government Employee,Very_Low,0.0475,Middle,Rational_Investor,Salaried,GOVT_Verified,Government_Salary,36342-72685,Fixed_Date,High,True,"['Stocks', 'Mutual_Funds', 'SIP']",False,ALWAYS_ON_TIME,True,"['LIC', 'Government_Schemes']",ALWAYS_ON_TIME,Postpaid,0.98,0.97,Low,['Netbanking'],Structured_Daytime,Low,Medium,,,,,,,,,,,,,,,1.0,56086.9235986768,0.2,0.3,0.15000000000000002,0.08,,0.08,0.12,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,0.045000000000000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4fa146e7-0b9b-4f8d-8438-658008b2b54b,Aarav Wali,ymani@example.com,WCEC5119411102707,Small Business Owner,Medium,0.5225,Lower_Middle,Rational_Investor,Self-Employed,Udyam_Registered,Business_Sales,46000-184000,Erratic_High_Volume,Low,True,['Business_Reinvestment'],False,Mostly_On_Time,True,['Business_Insurance'],Mostly_On_Time,Postpaid,0.87,0.91,Low,"['UPI_for_Business', 'Netbanking']",Structured_Daytime,Medium,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7772304093243334,13.0,460.0018984442691,2.0,"[8691.776344087077, 8131.48996957871]",17.0,52162.24031813175,16400.143665969183,29756.23777720664,10348.208839691724,27757.739939311425,3124.8657094011205,0.05,"[6, 8]",0.03,[],[],[],0.12,0.06,0.08,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b1374168-9cd3-4af5-b647-8fc44a236c04,Gopal Buch,girish29@example.org,TFEM2965064024078,Daily Wage Laborer,Very_High,0.99,Lower,Over_Spender,Informal_Labor,Not_Verified,"Cash_Deposit, Wages",5366-11500,Daily,Near_Zero,False,[],False,N/A,False,[],N/A,Prepaid,0.54,0.34,High,"['Cash', 'UPI']",Irregular,None,N/A,,,,,,,,,0.22499999999999998,,,,,,,,0.7745596779938976,,,,,,,0.03,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.765,484.82538834072477,0.08,2024-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4cd33a40-3060-4c12-b27e-7271dc576197,Naksh Dua,harihredhaan@example.org,JLSX5349473903170,Small Business Owner,High,0.75,Lower,Over_Spender,Self-Employed,Udyam_Registered,Business_Sales,30647-122591,Erratic_High_Volume,Low,True,['Business_Reinvestment'],True,Mostly_On_Time,True,['Business_Insurance'],Mostly_On_Time,Postpaid,0.86,0.89,Low,"['UPI_for_Business', 'Netbanking']",Structured_Daytime,Medium,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7489375390462373,9.0,306.47928095863347,3.0,"[15639.928901372228, 8192.27977467453, 10733.230031117317]",17.0,55404.23264014304,14837.249204739524,24910.937003536033,9504.919307809583,30439.291429396388,3594.0940663001493,0.05,"[5, 10]",0.03,[],[],[],0.12,0.06,0.08,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ad75d82d-95c3-4f05-bc9b-b4195fceddc0,Omaja Ganesan,tanmayimital@example.net,OSEY6395896668619,Daily Wage Laborer,Very_High,0.867,Lower,Saver,Informal_Labor,Not_Verified,"Cash_Deposit, Wages",4360-9343,Daily,Near_Zero,False,[],False,N/A,False,[],N/A,Prepaid,0.4,0.22,High,"['Cash', 'UPI']",Irregular,None,N/A,,,,,,,,,0.105,,,,,,,,0.817270775309501,,,,,,,0.03,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.765,296.0571159620429,0.08,2024-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7d7be9aa-3895-42f5-83b7-fcf957a96da9,Ranbir Bali,banikorinder@example.com,PKMO3367843920588,Daily Wage Laborer,Very_High,0.867,Lower,Saver,Informal_Labor,Not_Verified,"Cash_Deposit, Wages",4756-10192,Daily,Near_Zero,False,[],False,N/A,False,[],N/A,Prepaid,0.5,0.26,High,"['Cash', 'UPI']",Irregular,None,N/A,,,,,,,,,0.105,,,,,,,,0.7501186000315749,,,,,,,0.03,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.765,436.31720427616096,0.08,2024-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499e1718-ce86-4310-8aef-14a0eee6d939,Orinder Dhawan,jagattiwari@example.com,EZUE6654460860565,Government Employee,Very_Low,0.0468,Lower_Middle,Saver,Salaried,GOVT_Verified,Government_Salary,30030-60060,Fixed_Date,High,True,"['FD', 'SIP', 'LIC']",True,ALWAYS_ON_TIME,True,"['LIC', 'Government_Schemes']",ALWAYS_ON_TIME,Postpaid,0.96,0.93,Low,['Netbanking'],Structured_Daytime,Low,Medium,,,,,,,,,,,,,,,1.0,48854.39150003895,0.24,0.3,0.12,0.08,,0.08,0.12,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,0.034999999999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6f40c6e0-c0f5-4eb9-95a3-265b2c73954a,Nidhi Chhabra,ichana@example.net,ESAN7065620264370,Student,Very_High,0.9295,Lower_Middle,Risk_Addict,Not_Applicable,Not_Applicable,Allowance,2667-8892,Irregular,Very_Low,False,[],False,N/A,False,[],N/A,Prepaid,0.77,0.46,Medium,"['UPI', 'Wallets']",Late_Night_Activity,High,Low,,,,,,,,,0.3,,,,"[3, 10, 11]",,,,,,,,0.8999999999999999,,,0.08,,,,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,8058.832435621087,[15],0.05,[],[],0.15,0.18,"[4, 10, 11]",{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33847e5b-b261-4aed-94d3-974fe3c6ab3d,Shravya Gara,parmerria@example.com,XTGA5042097866622,Gig Worker / Freelancer,High,0.675,Lower,Over_Spender,Self-employed,Not_Verified,Gig_Work,6275-27453,Irregular,Low,False,[],False,Mostly_On_Time,False,[],Mostly_On_Time,Prepaid,0.77,0.55,Medium,"['UPI', 'Wallets']",Irregular,Medium,Low,,,,,,,,,0.22499999999999998,,,,,,,,,,,,1.2000000000000002,,,0.08,,,,,,,,,,,,,,,,,,,,4925.865092794031,,,,,,,,,,,,,,,,,,,,,,0.35,1653.0573462733641,"['Client Project', 'Platform Payout', 'Freelance Task']",5.0,0.13333333333333333,0.15000000000000002,[],0.1,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aa53410f-795c-4be9-8f6f-76179053d18c,Akshay Loke,iyerelijah@example.com,PNSN6101584118362,Small Business Owner,High,0.75,Lower,Over_Spender,Self-Employed,Udyam_Registered,Business_Sales,30455-121822,Erratic_High_Volume,Low,True,['Business_Reinvestment'],False,Mostly_On_Time,True,['Business_Insurance'],Mostly_On_Time,Postpaid,0.8,0.94,Low,"['UPI_for_Business', 'Netbanking']",Structured_Daytime,Medium,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.730598843618537,9.0,187.7329845012277,3.0,"[12739.53641589679, 14638.660939353136, 16618.241479253848]",15.0,35310.37280189662,9413.086636239565,18026.671855388846,9350.103944561466,21350.47253721901,2059.951072745916,0.05,"[2, 9]",0.03,[],[],[],0.12,0.06,0.08,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5269aa44-dc10-4e15-8321-b19b1e7fdded,Jalsa Dugar,nagypeter@example.com,NSHR8227487595394,Small Business Owner,Medium,0.5225,Lower_Middle,Rational_Investor,Self-Employed,Udyam_Registered,Business_Sales,48026-192105,Erratic_High_Volume,Low,True,['Business_Reinvestment'],True,Mostly_On_Time,True,['Business_Insurance'],Mostly_On_Time,Postpaid,0.89,0.88,Low,"['UPI_for_Business', 'Netbanking']",Structured_Daytime,Medium,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.746184902886955,13.0,480.2631577693689,2.0,"[14598.241991740902, 12673.889230178984]",18.0,22710.898550354334,9540.058481567929,12566.664425148734,5708.53414794298,15981.193932243621,1987.6265373900153,0.05,"[9, 3]",0.03,[],[],[],0.12,0.06,0.08,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ed21de69-7d88-4269-876f-583d545144a2,Widisha Mander,cheemabalveer@example.com,ALPX6956505530346,Delivery Agent / Rider,Medium,0.5143,Lower_Middle,Saver,Gig_Work_Contractor,Not_Verified,Platform_Payout,12704-21173,Daily,Very_Low,False,[],False,Mostly_On_Time,False,[],Mostly_On_Time,Prepaid,0.93,0.47,Medium,"['UPI', 'Wallets']",Geographically_Dynamic,Low,Low,,2540.775,,,,,,,0.13999999999999999,,,,,,,,,,,,,,,0.08,780.860455605348,0.6,0.0,0.63,0.06999999999999999,0.15,0.12,0.1,0.05,2024-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6d88b1df-cbcd-403e-be5f-c166b93b6829,Ekalinga Grover,choudharychandani@example.net,CMGQ1311664925796,Homemaker,High,0.6375,Middle,Saver,Not_Applicable,Not_Applicable,Family_Support,10714-32142,Fixed_Date,Very_Low,False,[],False,ALWAYS_ON_TIME,True,['Child_Education_Plan'],ALWAYS_ON_TIME,Prepaid,0.7,0.98,Low,"['UPI', 'Mobile_Banking']",Infrequent,Medium,Medium,12732.777820244046,3819.8333460732138,1273.2777820244046,1909.9166730366069,5.0,"[1, 4, 7, 10]",0.055999999999999994,,0.126,0.12,0.08,0.15,"[3, 10, 11]","[6, 12]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3bbcaa1e-aeaa-40dc-8fcd-43eb41a1b729,Aarini Pillai,aarush19@example.net,SGCV1104928002130,Content Creator / Influencer,Medium,0.4335,Upper_Middle,Saver,Self-Employed,ITR_Inconsistent,"Sponsorships, Platform_Payouts",34604-173020,Erratic_High_Variance,Low,True,"['FD', 'SIP', 'LIC']",True,Mostly_On_Time,False,[],Occasionally_Late,High-Value_Postpaid,0.6,0.48,High,['All'],Geographically_Dynamic,High,High,,27872.769284392674,,,,,,,0.154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,,,,139363.84642196336,0.3,0.03,False,2135.1452680733873,22.0,0.3,0.18,0.15,0.08,0.05,,9.0,,,,,,,,,,,,,,,,
208b440f-8a48-4532-a647-1eefc8a29f58,Ekalinga Bhatia,gulatihemangini@example.org,QOFT0448035740724,Daily Wage Laborer,Very_High,0.99,Lower,Over_Spender,Informal_Labor,Not_Verified,"Cash_Deposit, Wages",5186-11113,Daily,Near_Zero,False,[],False,N/A,False,[],N/A,Prepaid,0.42,0.26,High,"['Cash', 'UPI']",Irregular,None,N/A,,,,,,,,,0.22499999999999998,,,,,,,,0.7581266052096296,,,,,,,0.03,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.765,476.03671887241615,0.08,2024-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
937e7e87-f7a2-419b-8ee1-fb7b5834ff24,Zarna Dar,valabalvan@example.org,LGYY5844799968512,Homemaker,High,0.6375,Middle,Saver,Not_Applicable,Not_Applicable,Family_Support,10906-32718,Fixed_Date,Very_Low,False,[],False,ALWAYS_ON_TIME,True,['Child_Education_Plan'],ALWAYS_ON_TIME,Prepaid,0.62,0.98,Low,"['UPI', 'Mobile_Banking']",Infrequent,Medium,Medium,12219.420317416996,3665.826095225099,1221.9420317416996,1832.9130476125495,5.0,"[1, 4, 7, 10]",0.055999999999999994,,0.126,0.12,0.08,0.15,"[3, 10, 11]","[6, 12]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e6a5c59a-af86-4993-a86b-a2774c8228d6,Qadim Chahal,kamalapatel@example.com,DDBO4535791613889,Homemaker,High,0.7838,Lower_Middle,Rational_Investor,Not_Applicable,Not_Applicable,Family_Support,8131-24393,Fixed_Date,Very_Low,False,[],False,ALWAYS_ON_TIME,True,['Child_Education_Plan'],ALWAYS_ON_TIME,Prepaid,0.68,0.98,Low,"['UPI', 'Mobile_Banking']",Infrequent,Medium,Medium,24237.73274167622,7271.3198225028655,2423.7732741676223,3635.6599112514327,5.0,"[1, 4, 7, 10]",0.07200000000000001,,0.162,0.12,0.08,0.15,"[3, 10, 11]","[6, 12]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1c2c62ae-59d6-4f32-87ac-0a6534e9c096,Aarush Rattan,aadidhaliwal@example.org,OMCZ4995177402252,Small Business Owner,High,0.65,Middle,Risk_Addict,Self-Employed,Udyam_Registered,Business_Sales,59762-239051,Erratic_High_Volume,Low,True,['Business_Reinvestment'],True,Mostly_On_Time,True,['Business_Insurance'],Mostly_On_Time,Postpaid,0.84,0.91,Low,"['UPI_for_Business', 'Netbanking']",Structured_Daytime,Medium,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8064045988841766,10.0,597.6278950414091,3.0,"[17926.931695427884, 13868.740821906234, 11803.062477090512]",17.0,111466.192167294,18804.600975118963,54485.103349793695,21517.048096575392,68201.23209305848,7345.566592307073,0.05,"[11, 4]",0.03,[],[],[],0.12,0.06,0.08,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28dd0e7d-fbd8-4eeb-b1da-65f13d6aa24c,Sara Ravel,wishilad@example.com,MQGD6350156590445,Doctor / Healthcare Worker,Very_Low,0.095,Middle,Rational_Investor,Self-Employed_Professional,Medical_License_Verified,Professional_Fees,74630-319843,Lumpy,High,True,"['Stocks', 'Mutual_Funds', 'SIP']",False,ALWAYS_ON_TIME,True,"['Health', 'Life', 'Prof_Indemnity']",ALWAYS_ON_TIME,High-Value_Postpaid,0.88,0.89,Low,"['Netbanking', 'Cards']",Structured_Daytime,High,High,,59170.95,,,,,,,,,,,,,,,,,,,,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98618.25,,,,,197236.5,,,,,,,,,,,,,0.85,4930.9125,0.25,39447.3,73963.6875,0.09000000000000001,0.2,,,,,,,,,
cc079362-6af5-401e-8b53-d8a53b089a58,Zayyan Khanna,patrick23@example.org,UAKT9833882349600,Homemaker,High,0.7969,Upper_Middle,Over_Spender,Not_Applicable,Not_Applicable,Family_Support,12487-37463,Fixed_Date,Very_Low,False,[],False,ALWAYS_ON_TIME,True,['Child_Education_Plan'],ALWAYS_ON_TIME,Prepaid,0.73,0.98,Low,"['UPI', 'Mobile_Banking']",Infrequent,Medium,Medium,24293.741596189255,7288.122478856776,2429.3741596189257,3644.061239428388,5.0,"[1, 4, 7, 10]",0.12,,0.27,0.12,0.08,0.15,"[3, 10, 11]","[6, 12]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71442833-ffff-4655-b90c-ce0b9fb3d7b4,Lopa Bajwa,ipadmanabhan@example.net,QGIK5251679779564,Small Business Owner,High,0.6875,Lower_Middle,Over_Spender,Self-Employed,Udyam_Registered,Business_Sales,44851-179404,Erratic_High_Volume,Low,True,['Business_Reinvestment'],True,Mostly_On_Time,True,['Business_Insurance'],Mostly_On_Time,Postpaid,0.89,0.91,Low,"['UPI_for_Business', 'Netbanking']",Structured_Daytime,Medium,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.721973149574517,13.0,448.5100044560396,3.0,"[9412.919316247113, 9138.563809271256, 15571.724970814344]",16.0,25792.60564700763,5470.741066836124,11027.3200531102,3444.7730399541683,11480.292080278055,1481.649876562364,0.05,"[3, 8]",0.03,[],[],[],0.12,0.06,0.08,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f721277e-beba-4910-b857-738816a9d9e9,Riya Luthra,mradhakrishnan@example.org,LAES0616751921634,Homemaker,Very_High,0.9375,Middle,Over_Spender,Not_Applicable,Not_Applicable,Family_Support,10354-31063,Fixed_Date,Very_Low,False,[],False,ALWAYS_ON_TIME,True,['Child_Education_Plan'],ALWAYS_ON_TIME,Prepaid,0.61,0.98,Low,"['UPI', 'Mobile_Banking']",Infrequent,Medium,Medium,29769.799967981635,8930.93999039449,2976.9799967981635,4465.469995197245,5.0,"[1, 4, 7, 10]",0.12,,0.27,0.12,0.08,0.15,"[3, 10, 11]","[6, 12]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61da594e-c1e9-4751-aadc-09ed5c22510b,Zashil Sahni,bajwayashoda@example.net,IPEE2518470085487,Tech Professional,Low,0.15,Middle,Over_Spender,Salaried,EPFO_Verified,Salary_IT,62756-209189,Fixed_Date_with_Bonus,Medium,False,[],True,ALWAYS_ON_TIME,True,"['Health', 'Life']",ALWAYS_ON_TIME,High-Value_Postpaid,0.94,0.66,Low,['All'],Geographically_Dynamic,High,High,,29470.59673724106,,,,,,,0.27,,,,,,3.0,147352.9836862053,,,,,,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,True,,0.1,,0.25,True,3207.966604599164,9851.632766737848,1220.6926444476735,False,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1fc601a1-bd37-436c-9bbb-aaa223ccc0ce,Bhavya Shanker,luke88@example.net,QVRT0940102914041,Daily Wage Laborer,Very_High,0.867,Lower,Saver,Informal_Labor,Not_Verified,"Cash_Deposit, Wages",4503-9649,Daily,Near_Zero,False,[],False,N/A,False,[],N/A,Prepaid,0.34,0.39,High,"['Cash', 'UPI']",Irregular,None,N/A,,,,,,,,,0.105,,,,,,,,0.8394771436453106,,,,,,,0.03,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.765,381.4699277213838,0.08,2024-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95422a61-044e-4300-8430-041f6286dada,Hemal Rai,yamini94@example.com,ZERI0775461227190,Daily Wage Laborer,Very_High,0.99,Lower,Over_Spender,Informal_Labor,Not_Verified,"Cash_Deposit, Wages",5307-11373,Daily,Near_Zero,False,[],False,N/A,False,[],N/A,Prepaid,0.49,0.3,High,"['Cash', 'UPI']",Irregular,None,N/A,,,,,,,,,0.22499999999999998,,,,,,,,0.6713082219553455,,,,,,,0.03,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.765,272.85427642621374,0.08,2024-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
